"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"LAMP2",0.991229203512821,-0.042106608968254,10.7687682412845,2.39418894491703e-16,4.44744538407788e-12,26.528562288062,"UP"
"ANTXR2",0.823462077648718,0.0196459568777778,10.0007003835916,5.38599777225622e-15,5.00251473087157e-11,23.5793096526827,"UP"
"CTSS",0.865983684179487,-0.00314091550793651,9.51712220972576,3.92691263352264e-14,2.43154430267722e-10,21.6916430543782,"UP"
"RGS2",0.981664429659544,-0.0609412928007055,9.30065276146516,9.60899447813951e-14,4.00432554882311e-10,20.8400994024764,"UP"
"PLXDC2",0.76581084317557,0.0340039842151676,9.27292817606476,1.07782233764618e-13,4.00432554882311e-10,20.7307747887902,"UP"
"SVIL",0.904235504269231,0.17759801447619,8.73194697670257,1.02160110675998e-12,3.1628770265289e-09,18.5873447433509,"UP"
"MTPN",0.619805228470513,-0.0584058529587302,8.63444462614551,1.53437262382259e-12,4.07178655144691e-09,18.1992817420346,"UP"
"STK3",0.658834581130449,0.0328918903825397,8.59369164770053,1.81889406014418e-12,4.22347200765478e-09,18.0369567898041,"UP"
"DOCK8",0.856824931060898,-0.0231483234444444,8.55953877739927,2.09766967376654e-12,4.32959020665414e-09,17.9008674404315,"UP"
"ACOX1",0.820622299751923,0.0957317037904762,8.39699482090023,4.13688295737162e-12,7.08277817911574e-09,17.2525763225683,"UP"
"MARCKS",0.920769205932052,0.0382461223746032,8.39370576531865,4.19415159185364e-12,7.08277817911574e-09,17.239449014556,"UP"
"NUMB",0.731127548150641,0.0276133054444444,8.32574824963379,5.57229704417852e-12,8.03271718213171e-09,16.968145338455,"UP"
"C5AR1",0.956138483496474,0.0931683905507937,8.32364505521213,5.62151826914902e-12,8.03271718213171e-09,16.9597467957022,"UP"
"HMGCR",0.676760058597116,-0.0221140936047619,8.17292440160299,1.05592799379395e-11,1.40106560090832e-08,16.3576136985024,"UP"
"NPEPPS",0.50447403944359,0.0199016358222222,8.04427762680391,1.80880758274032e-11,2.24002731046561e-08,15.8433484766159,"UP"
"TNFSF13B",0.831664453869658,-0.0885556070687831,7.88017316573996,3.59406442177926e-11,4.13574287255332e-08,15.1871451585729,"UP"
"FGL2",0.747573291761539,-0.0427194303380952,7.86780888724366,3.78486373995513e-11,4.13574287255332e-08,15.1377027501183,"UP"
"MGC13170",-0.500962895916311,0.00723897468606702,-7.84539206909128,4.15697302112233e-11,4.28999615779824e-08,15.0480634034994,"DOWN"
"PDK4",1.00737014182692,0.132915900714286,7.79525551916687,5.12691577690025e-11,4.78652473964488e-08,14.847589195422,"UP"
"BAZ2B",0.897727164384616,0.0617925316666667,7.79402130154797,5.15345040874772e-11,4.78652473964488e-08,14.8426543187992,"UP"
"TNFSF10",0.884189869380769,0.0376283938428571,7.64887845392444,9.45504426650628e-11,8.36366201402956e-08,14.2624421076702,"UP"
"DFFB",-0.523588306019872,0.0392157927555556,-7.60411269672804,1.14002136979353e-10,9.62592589331117e-08,14.0835598017554,"DOWN"
"TLE4",0.633179646142628,-0.0133787445634921,7.56636998922361,1.33474125939643e-10,1.05029864428967e-07,13.9327758782047,"UP"
"RAB27A",0.592442897401923,0.0159355061,7.56241527970639,1.35697499262231e-10,1.05029864428967e-07,13.9169786359887,"UP"
"SUSD3",-0.65024666294359,0.0236323281777778,-7.45241935778209,2.1480265078102e-10,1.59606961636329e-07,13.4777733073684,"DOWN"
"ID3",-0.851608690875,-0.0610590542380952,-7.42610350911272,2.39735620342005e-10,1.67071341673571e-07,13.3727536428563,"DOWN"
"KIAA1600",0.695220694478633,-0.017184361037037,7.42302363355027,2.42836252432516e-10,1.67071341673571e-07,13.360464286091,"UP"
"CORO1C",0.785301989247436,0.0109300887603175,7.38750132510437,2.81624265782219e-10,1.81019918546094e-07,13.2187484943158,"UP"
"CTSZ",0.84086318829968,-0.026753989484127,7.37596161386297,2.95509709959104e-10,1.81019918546094e-07,13.1727215370154,"UP"
"SDCBP",0.829608628830128,0.0500168707936508,7.37309310492566,2.99065998740833e-10,1.81019918546094e-07,13.1612811184207,"UP"
"HMFN0839",0.883830618961539,0.0917505371428571,7.37068085150675,3.02089657349748e-10,1.81019918546094e-07,13.1516606345295,"UP"
"NOTCH2",0.496990775947756,0.061329289668254,7.34891685295803,3.30786144086848e-10,1.92021356642415e-07,13.0648729660505,"NOT"
"NPL",0.715222497775321,-0.0331659362587302,7.32132149656238,3.71111746008941e-10,2.08902175571578e-07,12.9548610143625,"UP"
"CKAP4",0.953574744057336,0.131044077425044,7.31113832093016,3.87200433331688e-10,2.1026182413845e-07,12.9142732365397,"UP"
"FLT3LG",-0.758662321786859,0.00983991918253968,-7.30564573485359,3.96165150992988e-10,2.1026182413845e-07,12.8923830345923,"DOWN"
"CPD",0.927255785997196,0.0844456447519841,7.29863077328713,4.07916183398121e-10,2.10484750633431e-07,12.8644275823926,"UP"
"MFSD1",0.629327548035257,-0.00494685041269841,7.28243612615678,4.36388739153343e-10,2.19090735635473e-07,12.7998988828583,"UP"
"HSD17B8",-0.446950231166667,0.0244541283968254,-7.27381553013173,4.52344434268208e-10,2.21125005551743e-07,12.7655546715628,"NOT"
"PPIH",-0.48935961303109,0.039316197315873,-7.2577057878809,4.83736881478234e-10,2.30407597701017e-07,12.7013837437936,"NOT"
"ZNF337",-0.672786450925641,-0.0111025089063492,-7.25098836956666,4.97459990967379e-10,2.31020419805251e-07,12.6746296906606,"DOWN"
"XTP3TPA",-0.54213921233141,0.0427001538222222,-7.23040521658352,5.41973035747114e-10,2.45553441757034e-07,12.5926658242795,"DOWN"
"ANKRD13",0.628807886462821,0.0428561998698413,7.21522672134462,5.77321396100988e-10,2.48247034614654e-07,12.5322380734508,"UP"
"SQRDL",0.551787953116026,0.00440657755396825,7.21188984670674,5.85395469779428e-10,2.48247034614654e-07,12.518955163961,"UP"
"SPAG9",0.616838786039103,0.0192690183587302,7.21081922555273,5.88009771912403e-10,2.48247034614654e-07,12.5146935308527,"UP"
"ATP6V1A",0.674873197465385,-0.0343039341333333,7.18358683383643,6.58564537353746e-10,2.63249377757798e-07,12.4063156722805,"UP"
"HIST2H2BE",0.774802085317308,0.0467105451904762,7.18128098344043,6.64912584036198e-10,2.63249377757798e-07,12.3971409007098,"UP"
"APRT",-0.713668223978205,0.0468466482396825,-7.18086673123327,6.66059472147745e-10,2.63249377757798e-07,12.395492660572,"DOWN"
"CD163",0.986268635267308,0.164099321861905,7.15747920870392,7.34110535104162e-10,2.84100777085311e-07,12.3024537367657,"UP"
"PHF2",0.418517310455128,0.0290774358174603,7.12577756053217,8.37539815315988e-10,3.16909865574731e-07,12.176392002485,"NOT"
"ZNF548",-0.543599973089744,0.0362006667777778,-7.12137469794562,8.53008897434139e-10,3.16909865574731e-07,12.1588888726328,"DOWN"
"MTMR3",0.695059500853846,0.0726110986,7.08537620653421,9.90644271320497e-10,3.60827607530383e-07,12.0158266894242,"UP"
"HSDL2",0.715168788044516,-0.0122622621781305,7.06550900498836,1.07585706244926e-09,3.84329246001103e-07,11.9369083411071,"UP"
"RASSF2",0.717657467454416,0.109656181167549,7.05253345448561,1.13541261940414e-09,3.97951411661346e-07,11.8853800010453,"UP"
"STX6",0.414685061128917,0.0126170465149912,7.03287039688521,1.23197744020789e-09,4.23800239431515e-07,11.8073164433736,"NOT"
"LHFPL2",0.695504454653846,0.0284092041904762,7.00095965838312,1.40639165828053e-09,4.75002389894892e-07,11.6806872014564,"UP"
"TM9SF2",0.67699069378312,-0.0324556833544974,6.98966267556187,1.47385818468329e-09,4.88899814976371e-07,11.6358759282134,"UP"
"TMEM134",-0.433412866496795,-0.00978423011111111,-6.97862121939255,1.54291060462872e-09,5.02826445466371e-07,11.5920874369308,"NOT"
"KLHL3",-0.605892405651603,-0.0481319926968254,-6.96602544109218,1.62562402193534e-09,5.2064813502536e-07,11.5421460365549,"DOWN"
"ARG1",1.68010359608333,0.411425390492064,6.95628323541172,1.69261337564683e-09,5.3291501806806e-07,11.5035272020116,"UP"
"NT5C2",0.753447262095798,-0.122367062363316,6.94829573857213,1.74958169590019e-09,5.41670493050698e-07,11.471869663218,"UP"
"PJA2",0.709991682830128,0.0399022215079365,6.93676527560089,1.8352011521302e-09,5.58863878720828e-07,11.4261788209335,"UP"
"BAZ1A",0.70458841944359,0.0424159994650794,6.92858814696037,1.89843560516069e-09,5.68795803249436e-07,11.3937823696596,"UP"
"SRPK1",0.804558068224715,0.0425750843950617,6.91778817769249,1.98528761832662e-09,5.77809231748074e-07,11.3510028918703,"UP"
"HAL",0.828512404830769,-0.0951037533714286,6.9171272297268,1.99072948061352e-09,5.77809231748074e-07,11.3483851349903,"UP"
"CUTA",-0.591883781842949,0.0592126563888889,-6.90931931210764,2.05614990187561e-09,5.87616008880636e-07,11.3174637209019,"DOWN"
"RNASEL",0.586543453577564,-0.0105417104031746,6.90475674251633,2.0953642551801e-09,5.89749794003416e-07,11.2993970574312,"UP"
"NCR3",-0.667916700272436,0.075007605015873,-6.8824606091689,2.29796398652483e-09,6.37119089756495e-07,11.2111347097321,"DOWN"
"RAI17",0.591805427990705,0.0338506209412698,6.87637387366725,2.35658270561936e-09,6.4376294617037e-07,11.1870467962518,"UP"
"SLC25A42",-0.606992983944872,0.0371836569269841,-6.80334358295532,3.18733063114894e-09,8.58084837742359e-07,10.8982863655393,"DOWN"
"SLC22A4",0.798822287742165,-0.0507706322310406,6.78994880136134,3.36866681137587e-09,8.93947924115974e-07,10.845376050049,"UP"
"RTN3",0.740385611908476,0.109778465141093,6.78194090343261,3.48193906347719e-09,9.10992958354257e-07,10.813752323107,"UP"
"KLF12",-0.505094450662821,0.0669414265063492,-6.77599250328338,3.56852399958126e-09,9.19050366826556e-07,10.7902656159034,"DOWN"
"ST6GALNAC6",-0.515795716739744,0.0425796982206349,-6.77308067183639,3.61168587308024e-09,9.19050366826556e-07,10.7787697459426,"DOWN"
"CD96",-0.717795969923789,0.0124522442733686,-6.76820592934724,3.68510889778085e-09,9.21803905761525e-07,10.7595261442834,"DOWN"
"ZNF134",-0.337540082661218,0.000708802541269842,-6.765809014109,3.72175349548419e-09,9.21803905761525e-07,10.750064883945,"NOT"
"CD6",-0.917412765207692,-0.0820190839857143,-6.75236380563959,3.93412561857448e-09,9.61583124876837e-07,10.6970033667106,"DOWN"
"KCNJ15",0.957629943216667,0.144736445360317,6.74624841301857,4.03466595639612e-09,9.68858420621136e-07,10.672874790185,"UP"
"DREV1",0.470821333486539,0.0565759001333333,6.74424211246426,4.06820396255645e-09,9.68858420621136e-07,10.664959633447,"NOT"
"MYO5A",0.493324653785898,0.0142604503269841,6.73785689683247,4.17679718819852e-09,9.82128918581971e-07,10.6397716396056,"NOT"
"APOA1BP",-0.507750837714744,-0.034842841531746,-6.72196125030027,4.45981365511865e-09,1.03556873071855e-06,10.5770850952221,"DOWN"
"GLTSCR2",-0.590768311082051,-0.014666680884127,-6.71229883602347,4.64108275242236e-09,1.04085970643874e-06,10.538992511985,"DOWN"
"SLC2A3",0.74402889305698,0.117060012564374,6.71194877282047,4.64778572650374e-09,1.04085970643874e-06,10.5376126191521,"UP"
"ITGAM",0.761883013445513,0.0946788885079365,6.71179686477199,4.65069743940653e-09,1.04085970643874e-06,10.5370138259374,"UP"
"CYBRD1",0.762510225541667,0.0196195644126984,6.70736906637904,4.7363690566966e-09,1.04741418568091e-06,10.5195613022687,"UP"
"CARD12",0.598156545516026,-0.0514033960555556,6.69563434732208,4.97108256410939e-09,1.08638623189289e-06,10.4733176709702,"UP"
"KPNB1",0.583230804344872,0.034512608568254,6.69204747404863,5.04510663188298e-09,1.08974303248672e-06,10.4591855202286,"UP"
"TMEM55A",0.731669560794872,-0.0313959917936508,6.6866887719509,5.1577426424011e-09,1.10090113230515e-06,10.4380749147814,"UP"
"DDEF1",0.539920980632051,0.0827965894507936,6.6839954801363,5.21529390842233e-09,1.10090113230515e-06,10.4274658216775,"UP"
"KRT10",-0.585223775163818,0.0453603462081129,-6.66825213781906,5.56470150563239e-09,1.16145949627671e-06,10.3654667621578,"DOWN"
"ZNF329",-0.423176130619231,0.0218236174857143,-6.65001775551706,5.99856002376687e-09,1.23810278890548e-06,10.2936906093176,"NOT"
"LTBP3",-0.46717175353953,-0.0177199674232804,-6.64544317881659,6.11257863814612e-09,1.23866271650906e-06,10.2756892749123,"NOT"
"DPYD",0.812911704821795,0.10026317608254,6.64456806461185,6.13463447022144e-09,1.23866271650906e-06,10.2722458871443,"UP"
"SNURF",-0.723516928830484,0.069707078366843,-6.63731891760526,6.32040448497289e-09,1.24710316460966e-06,10.2437252433309,"DOWN"
"CDR2",-0.552041994528846,0.0249970818809524,-6.63697023012548,6.32947966911301e-09,1.24710316460966e-06,10.2423535310612,"DOWN"
"MTX3",-0.493742934535613,-0.033017989712522,-6.63512036996341,6.37784241160192e-09,1.24710316460966e-06,10.2350765324682,"NOT"
"JAK2",0.500270309305128,0.00375903635555556,6.61664598151381,6.8814411218962e-09,1.33155885708692e-06,10.1624224727106,"UP"
"ABHD14A",-0.446729507623718,-0.0169403173444444,-6.60865105602184,7.11144374325464e-09,1.34847249264947e-06,10.1309926590568,"NOT"
"RAB6IP1",0.539626072661539,-0.0306694460428571,6.60856247282128,7.11403446811197e-09,1.34847249264947e-06,10.130644459092,"UP"
"DXS9879E",-0.505301726930449,0.00397758958888889,-6.60161327829329,7.32022139818003e-09,1.36915021004088e-06,10.1033315437969,"DOWN"
"MLSTD1",0.750994416789886,0.0978780039188712,6.59994712649988,7.37053299978939e-09,1.36915021004088e-06,10.0967837585687,"UP"
"BIRC2",0.716596047755769,0.0607820213904762,6.595510743596,7.50617651857294e-09,1.38054193078229e-06,10.0793508172351,"UP"
"MAL",-0.862892075213462,-0.0752677722809524,-6.58709262406043,7.77041573576955e-09,1.41512983046721e-06,10.0462776441207,"DOWN"
"KIAA1754",0.679315219727564,0.000342895396825404,6.5724468548945,8.25234095835879e-09,1.48830568584925e-06,9.98875662224429,"UP"
"ICAM2",-0.582831580813462,0.0488721133,-6.55179091645822,8.98289002292259e-09,1.59746810543753e-06,9.90767317512046,"DOWN"
"PREX1",0.614999468279487,0.0395656212206349,6.55052712979093,9.02961622905581e-09,1.59746810543753e-06,9.90271389794966,"UP"
"PTAFR",0.512324706803205,-0.0528668009492064,6.53736066683597,9.53101185294363e-09,1.67026486962529e-06,9.85105813301393,"UP"
"IQGAP1",1.02303135931766,0.0167861920299824,6.52608321150046,9.98238826188776e-09,1.73301723694231e-06,9.80682999161174,"UP"
"MYH9",0.7485242447151,0.0333593567495591,6.50469701588591,1.08974461558256e-08,1.87205723568426e-06,9.72299961032313,"UP"
"LIG1",-0.378204336342308,0.0459716417238095,-6.50274881785079,1.09848319708002e-08,1.87205723568426e-06,9.71536578163915,"NOT"
"ITK",-0.799870310408974,0.0233936585444444,-6.49763434498434,1.12175644992833e-08,1.8943407103517e-06,9.69532744019047,"DOWN"
"ABHD5",0.796198608775641,0.0198439543015873,6.49459253696728,1.13582956432522e-08,1.90082612494643e-06,9.68341127236117,"UP"
"STATIP1",-0.361857852690385,-0.0107418629333333,-6.47782987652381,1.21658608893508e-08,2.014763016106e-06,9.61776492508235,"NOT"
"VASP",0.831606147699074,0.0689899134268078,6.47602700856563,1.22560411724794e-08,2.014763016106e-06,9.61070659304351,"UP"
"ZBTB25",-0.501922636229487,0.0636222315126984,-6.46026356333013,1.30733370854432e-08,2.13026587455433e-06,9.54900937634812,"DOWN"
"LY9",-0.712770610611467,0.0188708392821869,-6.454893604921,1.33639295224099e-08,2.15868134615901e-06,9.52799892085651,"DOWN"
"OSCAR",0.59857343138141,0.0385177033968254,6.45105622823627,1.35755057388446e-08,2.17395340176532e-06,9.51298710611588,"UP"
"DIRC2",0.582392765205128,0.0570973833174603,6.44791878116548,1.37509584216357e-08,2.18174625194364e-06,9.50071482884472,"UP"
"TLN1",0.774149330804487,0.185398389063492,6.44600527602733,1.38590685685481e-08,2.18174625194364e-06,9.49323068594181,"UP"
"ZNF419",-0.314526659990705,-0.00766708646507937,-6.42476626950857,1.51171791808073e-08,2.35980437363594e-06,9.41019229729299,"NOT"
"RPS2",-0.468916613125,-0.0257874640952381,-6.40329544330364,1.65041699274864e-08,2.5548455047749e-06,9.32630812760087,"NOT"
"PELI2",0.527020011308974,-0.0366399590587302,6.39630879563355,1.69821752519726e-08,2.6071147725673e-06,9.29902537312189,"UP"
"ALG9",-0.257841354894231,0.033464010952381,-6.37915856847526,1.82145729814816e-08,2.77339268609838e-06,9.23208206209562,"NOT"
"PRCP",0.531136215227564,0.0682458451349206,6.37637197982632,1.84230269347844e-08,2.78232640927281e-06,9.2212088307289,"UP"
"MTF1",0.54614659369359,0.108234154860317,6.37403415094925,1.8599735131562e-08,2.78636032099916e-06,9.21208747723342,"UP"
"RNF20",0.465100842958333,0.0396103946587302,6.36834132687603,1.90370985043598e-08,2.8290651345359e-06,9.18987931014943,"NOT"
"UBE2G2",-0.545290062662821,-0.021088502231746,-6.36519206854886,1.92834138139232e-08,2.83313881788258e-06,9.17759572378595,"DOWN"
"C16orf30",-0.76421766070641,0.0384917146222222,-6.36405279533231,1.93732971129969e-08,2.83313881788258e-06,9.1731523619165,"DOWN"
"PH-4",-0.392742727939815,0.0100818678289242,-6.36064533133276,1.96446176176297e-08,2.83313881788258e-06,9.1598637412951,"NOT"
"SLAMF1",-0.588547908521795,-0.0138484528825397,-6.35892340968093,1.97831563385396e-08,2.83313881788258e-06,9.15314910850512,"DOWN"
"PAK1",0.565402686622436,0.0182267396650794,6.3583798327434,1.98270912104186e-08,2.83313881788258e-06,9.15102951627137,"UP"
"NSMCE1",-0.408723067148504,0.0133919023068783,-6.3514742321238,2.039373584814e-08,2.89186287874083e-06,9.12410581316811,"NOT"
"ECHDC2",-0.785404376058405,-0.146785930821869,-6.34186787715914,2.12087963967217e-08,2.98465607473865e-06,9.08666348285567,"DOWN"
"SIRPB1",0.655988727820833,0.0687036599253968,6.33665009980179,2.16649586673911e-08,3.00735333044386e-06,9.06633180697991,"UP"
"RBP7",0.75819028843141,-0.00700979403650794,6.33524623962923,2.17893429522908e-08,3.00735333044386e-06,9.06086216165053,"UP"
"TIMM22",-0.540747884746154,-0.0511950513904762,-6.33449981506994,2.18557654828769e-08,3.00735333044386e-06,9.05795409599064,"DOWN"
"PPP3R1",0.711514624685897,0.0608915487460317,6.33095652670968,2.21738234138099e-08,3.02868340981568e-06,9.04415054678905,"UP"
"LTB",-0.715257749198718,0.000550448603174604,-6.31795400805208,2.33807990521511e-08,3.15071718496517e-06,8.99351215325029,"DOWN"
"PDCL3",-0.384799254507692,-0.0297955419809524,-6.31609346105785,2.3558752827411e-08,3.15071718496517e-06,8.98626822668179,"NOT"
"STAU",0.471402754701923,0.0314525671190476,6.31591280757566,2.35761029667398e-08,3.15071718496517e-06,8.98556488992088,"NOT"
"ZNF275",-0.439609156678846,0.0181032718714286,-6.30975364188481,2.41752757111331e-08,3.20771372578578e-06,8.96158828051484,"NOT"
"MRPL49",-0.30266363113141,-0.00781326851587302,-6.29636284367439,2.55305466323721e-08,3.36351371803506e-06,8.90947913884912,"NOT"
"COPS7B",-0.38954467731859,-0.0146697987984127,-6.28738526826371,2.64810674886146e-08,3.46417119484863e-06,8.87455836782183,"NOT"
"NHP2L1",-0.380275825689744,0.0304982846920635,-6.2826854204147,2.69925804572257e-08,3.50639282918478e-06,8.85628174177528,"NOT"
"ZFP106",0.55820274098141,0.0532229482920635,6.26415736436876,2.91062933894115e-08,3.75471184723408e-06,8.78426237391246,"UP"
"EVL",-0.708287864435897,-0.204231292746032,-6.2573922842679,2.99182821849716e-08,3.80876997964023e-06,8.75797902187528,"DOWN"
"GCA",0.682261968413105,0.00427044677954144,6.25725144562103,2.99354229665953e-08,3.80876997964023e-06,8.75743191588183,"UP"
"RP1-112K5.2",-0.348609074066026,0.0153900706793651,-6.2493068398277,3.0918247090012e-08,3.90705685676233e-06,8.72657492333952,"NOT"
"ZCCHC6",0.619418796526282,0.131628487374603,6.24379313695318,3.16190778952065e-08,3.96862156068484e-06,8.70516523453161,"UP"
"EXOC6",0.572428693666667,0.0373278162222222,6.2370042092371,3.25036581260651e-08,4.03053865755049e-06,8.67881022484975,"UP"
"WSB1",0.695808522032051,0.0324421667936508,6.23668129007735,3.25463392890059e-08,4.03053865755049e-06,8.67755680979884,"UP"
"ZNF537",0.55232730709359,0.0832070647079365,6.23489784202101,3.2783065173564e-08,4.032968335524e-06,8.67063462043127,"UP"
"CHES1",0.455239560319231,0.00593403416190476,6.21903926917721,3.49645164440172e-08,4.27303195700041e-06,8.60910348047977,"NOT"
"ETS2",0.603111690774359,-0.0102575422730159,6.21174155289554,3.60161076304889e-08,4.3448082337662e-06,8.58080150239466,"UP"
"C1orf164",-0.475217431894231,-0.023221092952381,-6.21161575465902,3.60345070546742e-08,4.3448082337662e-06,8.58031370494985,"NOT"
"B4GALT5",0.799799922751068,0.134154470962963,6.21012325584824,3.62535140091388e-08,4.3448082337662e-06,8.5745265542391,"UP"
"RRAGD",0.730192531841667,0.0985788947412698,6.20123507223665,3.75853339982933e-08,4.47554592533523e-06,8.54006993388326,"UP"
"MRPS26",-0.440366771989103,-0.0132544837492063,-6.18455944473284,4.02161495230318e-08,4.74391435747004e-06,8.47545754335623,"NOT"
"PPIE",-0.414083252080769,0.0133173014619048,-6.18245646829761,4.05606182274313e-08,4.74391435747004e-06,8.46731236170267,"NOT"
"PRAM1",0.602415751760577,0.0367971923,6.18171954734854,4.06820165377811e-08,4.74391435747004e-06,8.46445830991496,"UP"
"CRISPLD2",1.06085079875356,0.0779499295590829,6.18063951434089,4.0860588780965e-08,4.74391435747004e-06,8.46027556197586,"UP"
"STAU1",0.498171201445513,0.0651524941746032,6.17700364181571,4.1467468511831e-08,4.76448928133914e-06,8.44619593993119,"NOT"
"C20orf3",0.681534513907051,0.104643482507937,6.17650864257238,4.15507786163297e-08,4.76448928133914e-06,8.4442792592511,"UP"
"PDXP",-0.435165281840064,-0.0565729932111111,-6.17456457138349,4.18795798978417e-08,4.77273052872581e-06,8.43675202479223,"NOT"
"SNRK",0.616724207305449,-0.00605751611269841,6.16839305318623,4.29405428022824e-08,4.84052851673914e-06,8.4128605975589,"UP"
"FN3KRP",-0.498729430148077,0.00768285184285714,-6.16807663674189,4.29956505847308e-08,4.84052851673914e-06,8.41163583901246,"NOT"
"GIMAP5",-0.694672462458975,-0.0017551789031746,-6.16117215974006,4.42157440683489e-08,4.94790157719066e-06,8.38491459189066,"DOWN"
"LRRFIP1",0.751341317217949,0.0142544776825397,6.13692297612612,4.8778851541421e-08,5.42584398942178e-06,8.29112855301906,"UP"
"PADI4",1.02657534883013,-0.0518174751587302,6.13536277178823,4.90879171749046e-08,5.42772112762517e-06,8.28509761956973,"UP"
"MCM3APAS",-0.424867708757692,0.0331861979,-6.1283784446713,5.04954045143015e-08,5.51465020317574e-06,8.25810480477928,"NOT"
"UBR2",0.551797397551282,0.055572000984127,6.12790718177359,5.05918001867813e-08,5.51465020317574e-06,8.25628377367464,"UP"
"HIGD2A",-0.540535078816595,-0.0660535293262787,-6.12706409499313,5.07647063276837e-08,5.51465020317574e-06,8.25302605094072,"DOWN"
"GAPVD1",0.363409211644943,-0.0137814802310406,6.12238693592301,5.1734612065542e-08,5.58733810307854e-06,8.23495546046355,"NOT"
"LRRK2",0.833083893088782,0.103286363779365,6.12004088718219,5.22280013531762e-08,5.6080193822925e-06,8.22589268109522,"UP"
"CTNNA1",0.609189720189103,-0.0355430807936508,6.11445999488817,5.34205021590277e-08,5.70309912704654e-06,8.20433741023075,"UP"
"BIN1",-0.650666168439815,-0.0090031149276896,-6.11234348422184,5.38797656821222e-08,5.71926015606344e-06,8.19616410450487,"DOWN"
"EIF2C4",0.482535607611218,0.0260241163349206,6.10384677395618,5.57631526298266e-08,5.88554729120261e-06,8.16336004141348,"NOT"
"MXD1",0.684077981580128,-0.066836547968254,6.09541065050027,5.76975650079017e-08,6.05531055133776e-06,8.13080196688299,"UP"
"FLJ21749",-0.45475667376859,0.0741659548825397,-6.09294761893978,5.82747667677849e-08,6.08152846897962e-06,8.12129851027583,"NOT"
"GPR18",-0.644688243048077,0.00928389186309524,-6.09011912000129,5.8944668510229e-08,6.11707353210064e-06,8.11038619529717,"DOWN"
"CASP1",0.492461978675926,0.0531191059541446,6.08611410759474,5.99062736985648e-08,6.18232744569189e-06,8.09493724227886,"NOT"
"ATP6V1B2",0.590108198724715,0.0448938287760141,6.07584806103287,6.2442653442485e-08,6.38786154632396e-06,8.05534950748126,"UP"
"HEATR1",-0.463748772929167,-0.00899152312222222,-6.07528168772983,6.25856374586004e-08,6.38786154632396e-06,8.05316599724133,"NOT"
"IL21R",-0.363557604317308,-0.00709663304761905,-6.06740120542307,6.46090582017627e-08,6.50066784101668e-06,8.02279052543197,"NOT"
"CD55",0.825008585442308,0.0597614250952381,6.06704852886899,6.47011108769053e-08,6.50066784101668e-06,8.02143137822116,"UP"
"EXOSC7",-0.445333696198718,0.0557194994365079,-6.0668127841858,6.47627153496666e-08,6.50066784101668e-06,8.02052287585331,"NOT"
"SLC22A15",0.560240090662821,0.0589920938031746,6.06453353176985,6.53613284748327e-08,6.50066784101668e-06,8.01173969196435,"UP"
"MYST3",0.556044239229487,0.0630979719968254,6.06423319008319,6.54406161859453e-08,6.50066784101668e-06,8.01058238141512,"UP"
"CTBS",0.676528639239744,0.0416751994222222,6.06107867216528,6.62791548563643e-08,6.54894457772247e-06,7.99842798425593,"UP"
"KIAA1434",0.611637756621795,0.0199994235396825,6.05650866739195,6.75128555444375e-08,6.63554923065328e-06,7.98082277483955,"UP"
"TSC22D3",0.753346325519872,0.0522595820063492,6.04664361267036,7.02539965841573e-08,6.8627756571487e-06,7.94283169662279,"UP"
"EIF3S5",-0.53238482968718,0.0342676630984127,-6.04555328079215,7.05636385936371e-08,6.8627756571487e-06,7.93863379438381,"DOWN"
"SCYL2",0.428521171908974,0.00656645763174603,6.03932124612512,7.23595614816966e-08,7.00078757335414e-06,7.91464377264582,"NOT"
"C9orf132",-0.53341759906282,-0.00187982124126984,-6.02662811378041,7.61584586206072e-08,7.30134137053518e-06,7.865803235856,"DOWN"
"DNTTIP1",0.472508314051282,0.0178708271269841,6.0259187261017,7.63764972811054e-08,7.30134137053518e-06,7.86307450535878,"NOT"
"TARBP1",-0.354778315266738,0.00464064435273369,-6.02504719643893,7.664521787545e-08,7.30134137053518e-06,7.85972220253323,"NOT"
"C3orf26",-0.445656343925926,-0.0254613736208113,-6.01997735572047,7.82270632826245e-08,7.39581944111309e-06,7.84022396274242,"NOT"
"FLJ22662",0.726520308570513,-0.00952273353968255,6.0184456765664,7.87112862492286e-08,7.39581944111309e-06,7.83433414131512,"UP"
"TNFRSF7",-0.624752757328205,-0.00843406338412698,-6.01806715194909,7.88314087715542e-08,7.39581944111309e-06,7.83287865172722,"DOWN"
"NFIL3",0.76346392918141,-0.0325137343698413,6.01392548147905,8.01576507496653e-08,7.48245487600896e-06,7.81695492722383,"UP"
"WBSCR22",-0.475988682204487,-0.00752549262063492,-6.0117093632115,8.08763354430809e-08,7.51179403595336e-06,7.80843575424905,"NOT"
"PPP3CC",-0.575705891878205,-0.0388315402222222,-6.00788512971828,8.21315524211712e-08,7.54345739233553e-06,7.79373676856384,"DOWN"
"CLEC4D",0.76042041024359,0.133025386936508,6.00785607645285,8.21411618749203e-08,7.54345739233553e-06,7.79362510831185,"UP"
"HLX1",0.588869736411539,0.00604537997142857,6.00598844637718,8.2761225569014e-08,7.54345739233553e-06,7.78644757638776,"UP"
"WBSCR18",-0.677599327724359,-0.110053571746032,-6.00574741382879,8.2841586349938e-08,7.54345739233553e-06,7.78552130465442,"DOWN"
